2-Butanol 1,0.454462857,0.455648571,0.457177143,0.459091429,0.4617,0.467605714,0.473337143,0.476682857,0.479542857,0.481208571,0.478828571,0.474648571,0.471308571,0.469134286,0.46776,0.466851429,0.464397143,0.463362857,0.464597143,0.465154286,0.463542857,0.466051429,0.470822857,0.479354286,0.496117143,0.526468571,0.581917143,0.658828571,0.749091429,0.831731429,0.87752,0.871025714,0.83242,0.764262857,0.674914286,0.589945714,0.536637143,0.500768571,0.484085714,0.479685714,0.47696,0.475182857,0.479771429,0.485562857,0.487454286,0.491734286,0.496711429,0.494271429,0.488954286,0.488308571,0.4887,0.482845714,0.477222857,0.475625714,0.474768571,0.473,0.471337143,0.469825714,0.467385714,0.467702857,0.470302857,0.469185714,0.4673,0.468868571,0.470448571,0.469902857,0.472034286,0.475357143,0.474682857,0.476625714,0.480302857,0.481694286,0.481157143,0.483125714,0.482648571,0.480442857,0.479517143,0.477457143,0.475322857,0.475882857,0.47504,0.469817143,0.466025714,0.467631429,0.4692,0.468,0.466794286,0.466611429,0.465608571,0.464422857,0.465631429,0.465848571,0.463891429,0.464374286,0.465251429,0.4649,0.463951429,0.464525714,0.466528571
2-Butanol 2,0.457911429,0.457674286,0.457708571,0.458254286,0.458842857,0.464891429,0.472208571,0.47702,0.478408571,0.478891429,0.476757143,0.472177143,0.468762857,0.46678,0.464471429,0.463151429,0.465251429,0.465937143,0.463542857,0.463397143,0.465405714,0.464831429,0.469765714,0.477945714,0.494837143,0.524191429,0.575097143,0.635811429,0.707742857,0.7813,0.819254286,0.82382,0.790371429,0.731854286,0.648168571,0.584397143,0.538085714,0.505902857,0.483817143,0.47994,0.484191429,0.487277143,0.488305714,0.496802857,0.511934286,0.522785714,0.526848571,0.526222857,0.5207,0.509417143,0.500977143,0.493565714,0.485637143,0.480454286,0.479131429,0.475825714,0.472634286,0.47164,0.468285714,0.465648571,0.467297143,0.468894286,0.4685,0.469054286,0.471234286,0.470351429,0.471654286,0.474845714,0.4789,0.483337143,0.488531429,0.496385714,0.501125714,0.505208571,0.5067,0.504845714,0.499434286,0.495142857,0.490514286,0.481111429,0.475382857,0.474531429,0.472528571,0.469897143,0.4691,0.468031429,0.465568571,0.465817143,0.466182857,0.464922857,0.4646,0.46636,0.465297143,0.463568571,0.464157143,0.46572,0.464842857,0.464311429,0.463637143
2-Butanol 3,0.461248571,0.455645714,0.453971429,0.456511429,0.461265714,0.465385714,0.471082857,0.475297143,0.476145714,0.474817143,0.474725714,0.472228571,0.468817143,0.46736,0.465948571,0.463342857,0.463425714,0.465417143,0.466017143,0.462985714,0.46336,0.466134286,0.46804,0.473545714,0.484502857,0.51148,0.550477143,0.603385714,0.655351429,0.709017143,0.749048571,0.767371429,0.746545714,0.693414286,0.63046,0.574805714,0.533202857,0.503417143,0.490105714,0.485631429,0.490828571,0.499037143,0.50972,0.524228571,0.536177143,0.543251429,0.550028571,0.555265714,0.548808571,0.536285714,0.522865714,0.507777143,0.492974286,0.485868571,0.482857143,0.479097143,0.473408571,0.469485714,0.468105714,0.466897143,0.466337143,0.46806,0.470082857,0.469588571,0.46972,0.472162857,0.473831429,0.482105714,0.4922,0.505317143,0.51262,0.529888571,0.543645714,0.552682857,0.548648571,0.543585714,0.534442857,0.52528,0.516734286,0.507951429,0.49642,0.487391429,0.479525714,0.472028571,0.466914286,0.46786,0.469265714,0.467485714,0.465431429,0.463765714,0.462974286,0.466274286,0.467742857,0.465405714,0.462045714,0.46394,0.46436,0.46364,0.46172
2-Butanol 4,0.45966,0.45538,0.454,0.455802857,0.458737143,0.461517143,0.466637143,0.47322,0.47502,0.472348571,0.47254,0.47286,0.467085714,0.461805714,0.463448571,0.46722,0.465254286,0.463668571,0.46356,0.463714286,0.463874286,0.465551429,0.466051429,0.470991429,0.481988571,0.500245714,0.528091429,0.567468571,0.612122857,0.659748571,0.700208571,0.716422857,0.697222857,0.649388571,0.600977143,0.558411429,0.526085714,0.501117143,0.493794286,0.495074286,0.500268571,0.509331429,0.517711429,0.535865714,0.554674286,0.565065714,0.56904,0.575917143,0.576037143,0.560037143,0.53756,0.519862857,0.504071429,0.490148571,0.481448571,0.478905714,0.474288571,0.470222857,0.469988571,0.468705714,0.466654286,0.467722857,0.470574286,0.469377143,0.469057143,0.472768571,0.478482857,0.489822857,0.508897143,0.527425714,0.553934286,0.5799,0.599542857,0.613871429,0.62602,0.624151429,0.604645714,0.586202857,0.563568571,0.539825714,0.51598,0.498554286,0.488522857,0.478117143,0.4697,0.467545714,0.46882,0.46442,0.460751429,0.46232,0.46464,0.464788571,0.465454286,0.465725714,0.464334286,0.465491429,0.466308571,0.465074286,0.462211429
2-Butanol 5,0.453414286,0.453642857,0.454285714,0.454502857,0.457848571,0.462028571,0.463788571,0.465437143,0.471314286,0.472397143,0.46952,0.46598,0.466465714,0.465271429,0.463754286,0.46408,0.463325714,0.461311429,0.461257143,0.462834286,0.462388571,0.464148571,0.466508571,0.467485714,0.472257143,0.488311429,0.509308571,0.539837143,0.5752,0.613588571,0.640545714,0.657902857,0.652037143,0.62182,0.583177143,0.546691429,0.5193,0.49856,0.492665714,0.493837143,0.497074286,0.507177143,0.521071429,0.538731429,0.554662857,0.573305714,0.584571429,0.586062857,0.580937143,0.568362857,0.547662857,0.524577143,0.508668571,0.497017143,0.486397143,0.478762857,0.474511429,0.471802857,0.46912,0.468254286,0.467065714,0.465902857,0.4669,0.470702857,0.472111429,0.477788571,0.486157143,0.4995,0.521725714,0.556942857,0.583102857,0.619462857,0.664897143,0.699117143,0.698151429,0.690985714,0.676222857,0.647417143,0.611988571,0.576517143,0.543557143,0.514888571,0.498074286,0.486305714,0.4778,0.470794286,0.468002857,0.46722,0.466162857,0.465485714,0.466091429,0.465011429,0.463697143,0.463294286,0.46378,0.463154286,0.465205714,0.466082857,0.466874286
2-Butanol 6,0.46014,0.458,0.45646,0.456594286,0.455454286,0.45798,0.463468571,0.466662857,0.468928571,0.4707,0.469522857,0.466451429,0.466057143,0.466151429,0.463902857,0.461502857,0.462014286,0.460771429,0.459222857,0.458988571,0.458831429,0.45962,0.461894286,0.466122857,0.470891429,0.480945714,0.501628571,0.527285714,0.55616,0.581634286,0.60112,0.612502857,0.61442,0.600331429,0.572137143,0.541142857,0.516642857,0.49926,0.488894286,0.492545714,0.50178,0.508177143,0.517042857,0.534634286,0.552614286,0.570945714,0.589434286,0.594594286,0.588882857,0.574745714,0.551828571,0.525188571,0.509265714,0.498485714,0.489237143,0.480425714,0.475242857,0.472691429,0.470222857,0.467748571,0.467594286,0.468271429,0.468665714,0.470842857,0.472434286,0.476637143,0.48928,0.511457143,0.531777143,0.565308571,0.620148571,0.671357143,0.684111429,0.704951429,0.739357143,0.752585714,0.716817143,0.677631429,0.638251429,0.596848571,0.5557,0.52918,0.508185714,0.4916,0.478282857,0.472642857,0.470034286,0.46862,0.467677143,0.465468571,0.465808571,0.4667,0.464777143,0.462805714,0.46344,0.462828571,0.462045714,0.464462857,0.469594286
2-Butanol 7,0.462722857,0.460388571,0.459097143,0.459502857,0.459202857,0.458565714,0.4619,0.465502857,0.465725714,0.465754286,0.46744,0.468428571,0.466117143,0.464305714,0.461905714,0.460165714,0.458828571,0.456705714,0.452905714,0.451748571,0.45708,0.461771429,0.46352,0.465471429,0.471065714,0.481045714,0.497622857,0.518268571,0.547157143,0.578162857,0.61252,0.629282857,0.626657143,0.598228571,0.5673,0.536211429,0.514057143,0.498697143,0.494031429,0.494288571,0.501691429,0.509091429,0.518877143,0.533682857,0.551711429,0.567477143,0.58442,0.592105714,0.585868571,0.569405714,0.553125714,0.529954286,0.508505714,0.494811429,0.487008571,0.478722857,0.473457143,0.472302857,0.469337143,0.466822857,0.467222857,0.469777143,0.468797143,0.469348571,0.471468571,0.476305714,0.485091429,0.505365714,0.533868571,0.564697143,0.609925714,0.65362,0.702625714,0.732048571,0.73468,0.717894286,0.69848,0.674465714,0.635542857,0.600862857,0.563631429,0.532631429,0.507671429,0.489205714,0.476854286,0.472517143,0.46928,0.467948571,0.467348571,0.466431429,0.46522,0.466174286,0.465857143,0.464122857,0.464928571,0.46562,0.464608571,0.464894286,0.465651429
2-Butanol 8,0.465962857,0.462488571,0.460857143,0.460757143,0.46298,0.4617,0.462651429,0.466742857,0.469031429,0.467971429,0.465911429,0.466594286,0.465454286,0.463971429,0.461134286,0.459617143,0.457945714,0.455351429,0.451462857,0.448834286,0.453185714,0.460417143,0.461902857,0.464805714,0.47396,0.486391429,0.501951429,0.53772,0.5724,0.597057143,0.61912,0.642105714,0.637722857,0.61454,0.583417143,0.5509,0.518085714,0.501068571,0.494357143,0.494522857,0.500437143,0.5132,0.527685714,0.543585714,0.557934286,0.57494,0.589008571,0.595462857,0.588025714,0.569234286,0.548928571,0.529865714,0.514165714,0.496505714,0.484857143,0.479522857,0.477282857,0.472157143,0.468431429,0.467294286,0.46804,0.469197143,0.468645714,0.467482857,0.470857143,0.476717143,0.483748571,0.497554286,0.526351429,0.55642,0.591154286,0.619305714,0.649594286,0.665985714,0.672965714,0.677845714,0.6663,0.634991429,0.590877143,0.565717143,0.541622857,0.519717143,0.50012,0.483042857,0.471948571,0.468148571,0.469771429,0.468142857,0.46652,0.466105714,0.46528,0.463962857,0.464242857,0.465202857,0.464674286,0.464814286,0.465017143,0.464148571,0.462422857
2-Butanol 9,0.463277143,0.462971429,0.462822857,0.462145714,0.464237143,0.466042857,0.466365714,0.467194286,0.469002857,0.468102857,0.467382857,0.468531429,0.466611429,0.461125714,0.4591,0.45952,0.456234286,0.451171429,0.449591429,0.450268571,0.45318,0.45876,0.463822857,0.466822857,0.474697143,0.49174,0.514797143,0.546454286,0.595474286,0.644134286,0.667491429,0.673657143,0.666505714,0.642642857,0.60144,0.562502857,0.526062857,0.50232,0.492905714,0.494037143,0.498642857,0.509297143,0.525822857,0.537522857,0.551628571,0.565874286,0.578005714,0.581414286,0.585871429,0.574708571,0.548497143,0.524765714,0.511062857,0.497528571,0.485557143,0.479208571,0.473585714,0.469854286,0.46808,0.467251429,0.466282857,0.46698,0.47014,0.4699,0.469014286,0.47224,0.481777143,0.494202857,0.509297143,0.528477143,0.555117143,0.584557143,0.598057143,0.59756,0.60226,0.610905714,0.608437143,0.587,0.560737143,0.53502,0.51546,0.498034286,0.487234286,0.47988,0.472362857,0.467982857,0.46822,0.467374286,0.464757143,0.46368,0.464637143,0.465691429,0.465185714,0.46456,0.464228571,0.464574286,0.464425714,0.463762857,0.462714286
2-Butanol 10,0.463711429,0.463854286,0.463868571,0.463765714,0.464074286,0.465297143,0.46702,0.467734286,0.470611429,0.471411429,0.467608571,0.46602,0.468388571,0.466125714,0.45992,0.456974286,0.455808571,0.452511429,0.450437143,0.45168,0.455091429,0.458474286,0.463094286,0.467865714,0.479257143,0.497345714,0.529862857,0.568191429,0.620488571,0.674022857,0.7195,0.74164,0.738414286,0.694231429,0.63154,0.572402857,0.534714286,0.506948571,0.495251429,0.491197143,0.494911429,0.501531429,0.512405714,0.524831429,0.54106,0.559131429,0.570414286,0.57358,0.567085714,0.5552,0.532642857,0.513317143,0.499265714,0.491005714,0.4831,0.477168571,0.472202857,0.469537143,0.469137143,0.470671429,0.46976,0.467745714,0.4658,0.468737143,0.47022,0.471011429,0.474965714,0.484834286,0.492528571,0.501788571,0.517851429,0.5338,0.542628571,0.547591429,0.549562857,0.546177143,0.538451429,0.528717143,0.514837143,0.50418,0.496254286,0.486528571,0.475008571,0.470157143,0.470674286,0.467551429,0.464034286,0.464337143,0.46762,0.466542857,0.465234286,0.464834286,0.465205714,0.464937143,0.466045714,0.46432,0.463385714,0.463662857,0.465054286
